grower_code,grower_name,father_name,village,phone,bank_account,ifsc,land_acres,cane_variety
L001206,LAKHAN GOUR,Jagdish Kirar,GORAKHPUR,98895 04844,787859988385,UBIN0812345,8.51,CO-98014
L001000,Omprakash Pathak,DINESH  L,GADARIYA,,661318609139,CNRB0003398,17.08,CO-05011
L001480,HARIRAM YADAV, KOURAV  SURESH ,DUDHWARA,98414 52858,284137800863,CNRB0003398,17.18,COJN-86-141
L001267,GOVIND AHIRWAR,GIRDHARI JAT,SIGODHI,9217673009,299866580603,BARB0NARSIN,18.00,CO-0238
L001288,PRAKASH SEN,RAMES AHIRWAR,SIGODHI,9522235562,345235503650,SBIN0004512,15.66,CO-05011
L001304,BHAGWAN YADAV,Rajesh Thakur,BARKHEDA,99640 72086,561748939206,CNRB0003398,16.15,CO-98014
L001492,AMARSINGH P,BRIJMOHAN THAKUR,SIGHODI,+919548677857,,MAHB0001204,10.52,CO-86032
L001395,SHIVKUMAR  KUSHWAHA,,DUDHWARA,+919735927175,2396 5511 2093,MAHB0001204,1.44,CO-0238
L001195,MUKESH J,Sampatlal Jat,DEVNAGAR,9779633098,656753315046,SBIN0004512,10.38,CO-98014
L001426,SAMPATLAL KUSHWAHA, Brijmohan Sahu ,JALAPUR,979-017-3604,4594 6186 6700,BARB0NARSIN,5.67,COJN-86-141
L001160,KOURAV BALKISHAN,AMARSINGH PARIHAR,PIPARIYA,9838050071,2926 0043 9975,PUNB0223400,6.55,COJN-86-141
L001107,GOVIND T,PRAKASH  DUBEY,GADARIA,9884453684,993674932828,MAHB0001204,0.77,COJN-86-141
L001417,SANTOSH  T,PREMLAL LODHI,SIGHODI,+919546773509,9274 6979 4281,CNRB0003398,17.37,CO-05011
L001197,JAGDISH YADAV,SAMPATLAL GOUR,JALAPUR,94021 31499,4448 5539 6190,BARB0NARSIN,14.55,CO-86032
L001443,PRAKASH KIRAR,MADANLAL TIWARI,CHORAKHEDA,9392014114,346954584515,MAHB0001204,7.32,COJN-86-141
L001202,PARSRAM PATEL,KANHAIYA MISHRA,JALAPUR,9167039460,382980992373,BARB0NARSIN,15.34,COJN-86-141
L001135,GOVIND LODHI,NANDKISHORE  M,BELKHERA,+919644647077,580728441771,BARB0NARSIN,1.73,CO-86032
L001186,SAMPATLAL PATEL,PREMLAL PARIHAR,KHAMRIYA,,606239692305,MAHB0001204,9.90,COJN-86-141
L001459,DEVILAL PATEL,KANHAIYA JAT,KESLI,9744985932,,SBIN0004512,13.72,CO-05011
L001072,NARAYAN K,,KARHAIYA,9070633089,640270711228,PUNB0223400,3.35,CO-05011
L001333,GIRDHARI SAHU,RAJESH PARIHAR,BHALPANI,9001428972,709795905782,SBIN0004512,11.16,CO-05011
L001240,RAJPUT  TULSIRAM,TULSIRAM RAJPUT,JALLAPUR,9505123948,136112999725,BARB0NARSIN,6.84,CO-86032
L001162,SOHAN KIRAR,MADANLAL YADAW,KARHAIA,+919599564052,8764 4669 7253,BARB0NARSIN,9.30,CO-86032
L001243,RAGHUVEER KIRAR,RADHESHYAM  KOURAV,CHEENKI,9624924221,510475510275,UBIN0812345,5.69,CO-98014
L001461,YADAV MAHENDRA,PREMLAL BHARGAWA,SIGHODI,9819777386,543207629346,SBIN0004512,5.72,CO-98014
L001473,BHAGWAN P,SITARAM MISHRA,CHEENKI,9788781310,555916949554,MAHB0001204,1.71,CO-0238
L001239,PHOOLCHAND PATEL,MUKESH  VISHWAKARMA,KESALI,9833951439,,PUNB0223400,2.93,COJN-86-141
L960587,NARAYAN P,GOVIND PARIHAR,KESALI,,420101693344,,12.85,CO-0238
L001454,Narayan Kourav,JAGDISH AHIRWAR,KHAMARIYA,9591180801,801460456736,,1.33,CO-98014
L001012,BALKISHAN P,LAKHAN  PATHAK,BHALPANEE,9683645074,9528 8314 3667,,8.06,COJN-86-141
L001150,KAILASH  KUSHWAHA,GANESH PATEL,DUDWARA,,9286 9788 8347,MAHB0001204,15.28,COJN-86-141
L001325,OMPRAKASH K,BHAGWAN AHIRWAR,PIPARIA,9896477829,915989249722,UBIN0812345,10.20,COJN-86-141
L001357,SOHAN  VISHWAKARMA,SITARAM CHOUDHARY,MURLI POUDI,9545757601,710159600305,UBIN0812345,8.78,COJN-86-141
L001427,BHAGWAN GOUR,KIRAR KANHAIYA,BANDOL,+919866093593,,SBIN0004512,6.46,CO-05011
L001117,CHHOTELAL SAHU,RAMESH VISHWAKARMA,SIGODHI,953-536-4504,408423515518,SBIN0004512,3.64,COJN-86-141
L001306,KAILASH  DUBEY,Govind Jat,DUDWARA,97691 86750,242251680954,MAHB0001204,2.75,CO-05011
L001179,PHOOLCHAND YADAV, MADANLAL JAT ,GADARIA,93436 14164,330447209079,SBIN0004512,9.54,CO-0238
L001429,SAMPATLAL PATEL,Babulal  Ahirwar,CHEENKI,,759752595775,BARB0NARSIN,1.57,CO-05011
L001487,Jat Suresh,Brijmohan Gour,DUDHWARA,09419913794,250218840583,CNRB0003398,13.77,COJN-86-141
L001314,KAILASH  YADAV,JAGDISH Y,CHORAKHEDA,9865838031,379771868611,UBIN0812345,6.88,CO-0238
L001344,Chhotelal Patel,,GORAKPUR,+919953493835,888288381204,UBIN0812345,12.44,CO-98014
L001254,BRIJMOHAN VISHWAKARMA,KAILASH LODHI,BHALPANI,93302 65789,,BARB0NARSIN,16.42,CO-98014
L001199,OMPRAKASH MISHRA,THAKUR NARAYAN,KHAMARIYA,9625534883,194472010239,CNRB0003398,2.87,CO-98014
L001238,GANES JAT,Raghuveer S,KESALI,09568823702,,MAHB0001204,8.48,CO-86032
L001302,RAGHUVEER SEN,Suresh Kirar,BELKHERA,9896030686,685354180168,BARB0NARSIN,13.43,CO-86032
L001263, NARAYAN  LODHI ,BABULAL PARIHAR,MURLIPAUDI,9039172214,656977720368,UBIN0812345,5.98,COJN-86-141
L001469,SHIVKUMAR SAHU,GIRDHARI PATHAK,PIPARIYA,9851086580,764789718945,MAHB0001204,10.98,CO-98014
L001057,PHOOLCHAND TIWARI,BRIJMOHAN AHIRWAR,PIPPARIYA,9793218583,825322720565,SBIN0004512,15.06,CO-98014
L001270,SHIVKUMAR SAHU,CHHOTELAL TIWARI,KARHAIA,95718 40952,928643615285,PUNB0223400,11.63,COJN-86-141
L001258,AMARSINGH IADAV,SURESH VISHWAKARMA,CHORAKHEDA,9658870871,,SBIN0004512,4.19,COJN-86-141
L001422,Phoolchand  Patel,,DEVNAGAR (GOTEGAON),09725739962,630275784864,,3.49,CO-98014
L001071,KAILASH PATEL,Balkisan Sahu,BANDOL,9866262201,398600170398,PUNB0223400,16.49,COJN-86-141
L001189,KAILASH  RAJPUT,Sitaram  Tiwari,SIGODHI,9350714606,465375133508,UBIN0812345,5.21,CO-05011
L001377,Suresh Pathak,KANHAIYA PATHAK,PIPARIYA,9687927383,089011551879,,4.05,CO-86032
L001405,HARIRAM AHIRWAR,Rajes Ahirwar,CHORAKHEDA,,605585998506,CNRB0003398,3.19,CO-86032
L001494,TULSIRAM C,DEVILAL THAKUR,MURLI PAUDI,9506939813,981017439610,CNRB0003398,11.40,CO-86032
L001257,GANESH KIRAR,BABULAL PATHAK,CHEENKI,9978258003,968609267313,BARB0NARSIN,14.25,CO-98014
L001457, RADHESHYAM AHIRWAR ,RAGHUVEER BHARGAVA,MEHAGAON,9519486452,,MAHB0001204,17.55,CO-86032
L001051,DEVILAL VISHWAKARMA,,BANDOLE,9455835865,0557 8533 5223,BARB0NARSIN,0.63,CO-98014
L001361,GANESH KIRAR,TULSIRAM THAKUR,MURLI PAUDI,9057928594,393509010277,UBIN0812345,11.50,CO-0238
L001286,Radheshyam Sen,HARIRAM G,KESLI,9394649059,999969801316,UBIN0812345,7.74,COJN-86-141
L001262,SAHU CHHOTELAL,Mukesh Ahirwar,KHAMARIA,+919965359511,927353365539,,10.19,CO-98014
L001099, TULSIRAM KOURAW ,,CHORAKHEDA,+919031563635,,BARB0NARSIN,1.45,CO-98014
L001094,Mohan Jat,Ahirwar Madanlal,DEONAGAR,9187678003,623035317966,,6.37,CO-0238
L001231,PARSRAM  KOURAV,SANTOSH YADAV,DUDWARA,+919383268939,943291601969,UBIN0812345,15.08,CO-05011
L001321,HARIRAM KUSHWAHA,MADANLAL  YADAV,KESLI,9822049167,148932777743,UBIN0812345,8.41,CO-86032
L001151,PARSRAM VISHWAKARMA,CHHOTELAL VISHWAKARMA,BARKHEDA (SINGHPUR),+919257922137,108017242558,CNRB0003398,10.57,CO-0238
L001224,BALKISHAN THAKUR, SOHAN GOUR ,KESALI,9207031291,3425 8085 1612,CNRB0003398,11.55,CO-86032
L001125,SOHAN MISHRA,SURESH KIRAR,GADARIA,9112645024,155527705458,SBIN0004512,2.27,COJN-86-141
L001350,PRAKASH RAJPUT,,CHINKI,9307032737,339287706256,SBIN0004512,12.31,CO-86032
L001140,CHOUDHARY MAHENDRA,,DUDWARA,9605531908,,SBIN0004512,11.92,CO-05011
L001096,Raghuveer Ahirwar,LODHI  MAHENDRA,BACHAI KALAN,09153039452,564277202186,MAHB0001204,15.63,CO-86032
L001253,Babulal Sahu,AMARSINGH THAKUR,BARKHERA,9824435200,,,6.85,COJN-86-141
L001356,Sampatlal Jat,BHAGWAN  SAHU,CHEENKI,09823181659,652743270053,,15.55,CO-0238
L001198,MAHENDRA PARIHAR,HARIRAM  DUBEY,KARHAIA,9699692185,922638001191,MAHB0001204,5.17,CO-86032
L001360,SHIVKUMAR SEN,NANDKISHORE AHIRWAR,KESALI,,7678 5064 7599,PUNB0223400,12.93,CO-0238
L001098,Devilal Mishra, Omprakash D ,MEHGAON,+919222540350,206632581147,PUNB0223400,9.43,CO-05011
L001485,Premlal Rajput,GIRDHARI  GOUR,GORAKHPUR,09873246113,790768715348,UBIN0812345,1.44,CO-98014
L001126,TIWARI MAHENDRA,PREMLAL RAJPUT,BELKHERA,9972998507,882057659070,SBIN0004512,16.52,CO-98014
L001482,MADANLAL T,SOHAN V,KESLI,9972145676,274384788707,CNRB0003398,6.69,COJN-86-141
L001058,RAGHUVEER KOURAV,GIRDHARI SAHU,BHALPANI,9543471871,326495076504,,17.47,CO-98014
L001136,CHHOTELAL  YADAV,OMPRAKASH  KIRAR,KHAMARIYA,999-145-6746,853483374278,BARB0NARSIN,2.52,CO-86032
L001315,LAKHAN P,THAKUR GIRDHARI,DEVNAGAR (GOTEGAON),,834677996255,CNRB0003398,11.44,CO-0238
L001490,MOHAN KOURAV,,CHINKI,+919709275944,765012163558,PUNB0223400,5.80,COJN-86-141
L001044,NARAYAN PATHAK,BABULAL  SEN,MEHGAON,9124149306,092634260842,CNRB0003398,10.38,CO-86032
L001007, KAILASH  KUSHWAHA ,AMARSINGH PATEL,BARKHEDA,9586492083,124023448347,PUNB0223400,9.25,CO-86032
L001403,SURESH  S,SIVKUMAR CHOUDHARI,BANDOL,90498 59204,089759352223,CNRB0003398,10.35,CO-05011
L001269,HARIRAM DUBEY,,BANDOLE,939-178-9887,854587889858,,11.15,CO-05011
L001148,BRIJMOHAN  RAJPUT,,BARKHEDA (SINGHPUR),9852437839,,CNRB0003398,16.42,CO-05011
L001434, MADANLAL RAJPUT ,GIRDHARI VISHWAKARMA,BACHAI,,318822249839,BARB0NARSIN,8.27,COJN-86-141
L001174,KAILASH  CHOUDHARY,CHHOTELAL AHIRWAR,BANDOLE,94622 36822,240099768175,CNRB0003398,16.97,CO-86032
L001484,LAKHAN C,DINESH YADAV,CHORAKHERA,9395179298,097440098324,BARB0NARSIN,13.90,CO-0238
L001345,RADHESHYAM K,,BACHAI KALAN,+919206518918,404808129216,SBIN0004512,10.87,CO-0238
L001013,Kailash Jat,PREMLAL KUSHWAHA,MURLI PAUDI,911-489-3643,900847453783,BARB0NARSIN,10.07,CO-0238
L001014,Dubey Shivkumar,BALKISHAN GOUR,BARKHEDA,9870465572,101415618365,,13.95,COJN-86-141
L001433, SAMPATLAL KOURAW ,KUSHWAHA  MAHENDRA,BACHAI KALAN,9831125360,095110723949,,1.66,CO-86032
L001030,AHIRWAR  PREMLAL, Yadav Parsram ,BACHAI KALAN,9798016967,106992768117,MAHB0001204,4.21,CO-86032
L001237,PRAKASH PARIHAR,AHIRWAR GIRDHARI,BHALPANI,9127205404,689100643900,MAHB0001204,7.86,CO-05011
L001381,SOHAN  MISHRA,Girdhari Lodhi,BELKHERA,9909107636,392450197726,,13.62,CO-86032
L001234,GIRDHARI  PATEL,BHAGWAN GOUR,KARHAIA,93178 20311,503427395102,,5.97,CO-98014
L001008,PREMLAL  GOUR,DINESH  LODHI,PIPARIA,,,SBIN0004512,4.31,CO-86032
L001416,NARAIAN BHARGAWA,RAJESH KIRAR,SIGODHI,+919524223871,,PUNB0223400,14.76,CO-86032
L001317,Nandkishore Gour,BALKISHAN CHOUDHARY,BANDOLE,9901329284,,SBIN0004512,2.49,CO-05011
L001339,Radheshyam Choudhary, Amarsingh Thakur ,SIGODHI,96197 41566,964725189528,,0.78,CO-86032
L001052,Hariram Yadav,GANESH CHOUDHARY,BACHAI,9394813302,901195203480,UBIN0812345,11.70,CO-0238
L001201,PHOOLCHAND DUBEY, RAGHUVEER B ,MURLI PAUDI,9851007489,623172349852,SBIN0004512,0.51,CO-05011
L001384,SHIVKUMAR K, SITARAM LODHI ,BELKHEDA,,,BARB0NARSIN,6.46,CO-05011
L001079,AMARSINGH DUBEY, GOVIND MISHRA ,DEVNAGAR (GOTEGAON),9138662355,675233410826,,11.28,CO-0238
L001295,PARSRAM DUBEY,Dinesh Jat,BANDOLE,90379 31147,1828 4567 9953,CNRB0003398,4.64,COJN-86-141
L001183,JAGDISH  PATEL,KANHAIYA KIRAR,KHAMARIYA,,835613857383,UBIN0812345,3.66,CO-98014
L001093, PARSRAM PATEL ,BHAGWAN YADAV,CHORAKHEDA,96145 90865,982093231314,,10.75,CO-05011
L001290,Madanlal Patel,MOHAN  THAKUR,SIGODHI,9617076318,676437730190,PUNB0223400,0.70,CO-05011
L001241,Sitaram Ahirwar,,BELKHERA,,983097325053,MAHB0001204,4.32,COJN-86-141
L001210,HARIRAM VISHWAKARMA,GIRDHARI RAJPUT,CHINKI,+919333603723,7466 3250 5170,SBIN0004512,4.22,COJN-86-141
L001447,MADANLAL MISHRA,NARAYAN P,GADARIA,98392 09008,421598841345,BARB0NARSIN,15.07,COJN-86-141
L001235,RAMESH SAHU,DINESH AHIRWAR,MURLI POUDI,,,BARB0NARSIN,0.95,COJN-86-141
L001164,SOHAN PATEL,DEVILAL  LODHI,GADARIYA,+919945953653,,PUNB0223400,7.89,COJN-86-141
L001331,PHOOLCHAND SAHU,KANHAIYA RAJPUT,MURLI POUDI,09025429107,958127312805,CNRB0003398,5.37,CO-0238
L001038,GIRDHARI KOURAV, AMARSINGH PARIHAR ,BARKHEDA,+919936385784,,SBIN0004512,17.47,CO-98014
L001077,GIRDHARI SEN,GOVIND BHARGAVA,KARHAIYA KHEDA,,,CNRB0003398,5.83,COJN-86-141
L001330, Girdhari Gour , LODHI RADHESHYAM ,BELKHEDA,91642 71458,362078807850,CNRB0003398,6.28,CO-0238
L001320,LAKHAN SEN,Prakash Lodhi,BARKHEDA (SINGHPUR),9513994595,,BARB0NARSIN,9.48,CO-05011
L001245,Mukesh Mishra,RADHESHYAM YADAV,JALLAPUR,9387099497,336466996384,BARB0NARSIN,2.01,COJN-86-141
L001401,BRIJMOHAN  TIWARI,SITARAM SEN,BELKHERA,09094274248,432334017252,BARB0NARSIN,12.31,COJN-86-141
L001468,PATHAK BRIJMOHAN,TULSIRAM MISHRA,CHORAKHEDA,9173111090,344812461212,MAHB0001204,1.53,CO-0238
L001144,GIRDHARI KUSHWAHA,BHARGAVA  BHAGWAN,SIGHODI,9654379859,661417252925,UBIN0812345,4.59,CO-86032
L001387,KANHAIIA YADAW,PATHAK SURESH,JALAPUR,+919753136075,442647900947,MAHB0001204,2.34,CO-86032
L001100, DEVILAL LODHI ,RADHESHYAM KUSHWAHA,PIPPARIYA,9585251526,053602387564,,4.57,CO-98014
L001327,GIRDHARI B,MOHAN P,DUDWARA,09246054795,804513750892,,6.39,COJN-86-141
L001311,Dines Gour,Mahendra K,BARKHEDA (SINGHPUR),9006032723,530425197562,SBIN0004512,3.96,COJN-86-141
L001025,SANTOSH SEN,SANTOS SAHU,CHORAKHERA,936-700-6638,,UBIN0812345,13.61,CO-98014
L001462,LAKHAN PATEL,,DEONAGAR,9851626395,462421504876,MAHB0001204,3.85,CO-98014
L001305,OMPRAKASH YADAV, SOHAN  S ,SIGHODI,94453 43541,365194564841,UBIN0812345,7.08,CO-86032
L001432,Chhotelal Patel,BABULAL L,KESLI,,615698153616,,15.96,CO-98014
L001109,Madanlal Yadav,PRAKASH AHIRWAR,BANDOLE,90978 26287,456231959634,SBIN0004512,10.42,COJN-86-141
L001122,SOHAN P,SURES KUSWAHA,BARKHEDA (SINGHPUR),09469285071,5832 4892 8449,MAHB0001204,12.47,CO-98014
L001145,Shivkumar  Mishra,Suresh  Rajput,MEHGAON,93549 49562,692874314699,CNRB0003398,15.83,COJN-86-141
L986450,JAT NARAYAN,Sitaram Parihar,KESALI,,920151488445,UBIN0812345,4.65,CO-05011
L001379,BABULAL MISHRA, Ramesh Mishra ,GADARIYAKHEDA,944-993-3009,183396686502,PUNB0223400,13.31,CO-98014
L001225,KIRAR GIRDHARI,BRIJMOHAN DUBEY,JALAPUR,,329202338570,,6.37,CO-0238
L001006,NANDKISHORE GOUR,GOUR GOVIND,KUKWADA,9686563551,505877065894,SBIN0004512,9.46,CO-0238
L001388,MADANLAL KIRAR,HARIRAM KOURAV,MEHGAON,09534296025,,,15.97,COJN-86-141
L001147,SANTOSH JAT,JAGDISH LODHI,KESLI,909-312-5690,858186726217,CNRB0003398,16.75,CO-0238
L001496,BABULAL JAT,AMARSINGH CHOUDHARY,BARKHERA,94225 98122,591447705654,SBIN0004512,15.99,CO-0238
L001374,AMARSINGH  RAJPUT,TULSIRAM BHARGAVA,MEHAGAON,+919270068360,,MAHB0001204,5.42,CO-0238
L001285, Balkishan Gour ,,KUKWADA,90574 66455,124085036254,PUNB0223400,2.46,CO-98014
L001326,PHOOLCHAND PATEL,,MURLI POUDI,+919939601711,649808232368,PUNB0223400,4.62,CO-98014
L001227,GOVIND DUBEY,PATHAK BABULAL,BANDOLE,95327 32749,288595568822,SBIN0004512,17.26,COJN-86-141
L001083,SOHAN  DUBEY,RAGHUVEER DUBEY,MURLI PAUDI,9360039504,900535454595,SBIN0004512,7.40,COJN-86-141
L001452,Rajesh Mishra,GANESH  BHARGAVA,SIGODHI,09430198406,734276562451,MAHB0001204,3.06,CO-0238
L001370,Gour Santosh,MADANLAL YADAV,BACHHAI,913-746-3581,,MAHB0001204,16.27,CO-0238
L001157,KAILASH PATEL,Amarsingh Sahu,BANDOL,9648860961,621689460603,SBIN0004512,4.77,CO-86032
L001476, MOHAN YADAV ,PATEL GOVIND,KARHAIYA KHEDA,+919657778764,033873757157,MAHB0001204,6.93,CO-05011
L925667,Mahendra Choudhary,HARIRAM AHIRWAR,DUDWARA,+919763329258,641481072942,BARB0NARSIN,4.21,CO-05011
L001045,NANDKISHORE  THAKUR,MAHENDRA KIRAR,MURLI PAUDI,9428238430,255613422773,CNRB0003398,12.85,CO-0238
L001458,Mahendra Lodhi,SHIVKUMAR TIWARI,PIPARIYA,9307848764,304288677649,PUNB0223400,17.20,CO-86032
L001226, SITARAM  THAKUR ,PRAKASH TIWARI,GORAKPUR,9046163886,2062 6780 2081,BARB0NARSIN,15.94,CO-98014
L001439,PRAKAS BHARGAWA,CHHOTELAL RAJPUT,MEHGAON,9138780368,050209666369,MAHB0001204,8.33,CO-05011
L001070,RADHESYAM KIRAR,CHHOTELAL  SAHU,KARHAIYA KHEDA,9179267973,593162431807,PUNB0223400,14.11,CO-86032
L001005,KANHAIYA YADAV,SOHAN JAT,GORAKHPUR,9887180334,,BARB0NARSIN,9.46,COJN-86-141
L001346, YADAV GOVIND ,JAGDISH LODHI,BELKHEDA,9237298308,8703 2118 6574,MAHB0001204,6.38,CO-05011
L001170,MAHENDRA JAT,Nandkishore  Rajput,JALAPUR,,243531681544,BARB0NARSIN,13.76,CO-86032
L001475,GOVIND KIRAR,PRAKASH RAJPUT,BARKHEDA,9808907534,,CNRB0003398,1.51,CO-05011
L001172,Balkishan Choudhary,PRAKASH GOUR,BANDOL,9247861856,251272878150,UBIN0812345,4.23,CO-0238
L001316,MADANLAL DUBEY,,KUKWADA,9098543468,628278209763,UBIN0812345,16.56,CO-05011
L001282,AMARSINGH PATEL,GIRDHARI MISHRA,PIPPARIYA,9636494858,684151948478,UBIN0812345,2.11,CO-05011
L001223,MADANLAL R,Radheshyam  Dubey,MURLI POUDI,943-104-0503,882537023412,CNRB0003398,3.13,CO-86032
L001329,SHIVKUMAR BHARGAVA,Prakash Sen,BARKHEDA (SINGHPUR),9530701233,508664912115,PUNB0223400,0.98,CO-98014
L001088,Balkishan T,,BARKHERA,9243306411,288126307661,,11.52,CO-86032
L001229,Rajesh Kushwaha,CHOUDHARY PARSRAM,BELKHERA,9314467980,011339152723,,14.50,CO-05011
L001499,MADANLAL THAKUR,Prakash Pathak,BACHAI KALAN,,314391124803,UBIN0812345,1.95,CO-05011
L001264,PRAKASH PATEL,GOVIND YADAV,GADARIA,09451709823,806173203683,UBIN0812345,10.62,CO-0238
L001478,SURESH VISHWAKARMA,Sampatlal Rajput,BELKHERA,944-076-6403,021770571525,MAHB0001204,1.57,CO-86032
L001498,MUKESH CHOUDHARY,KAILAS GOUR,BARKHEDA (SINGHPUR),09341263044,470114563525,UBIN0812345,7.96,CO-98014
L001047,SAMPATLAL MISHRA,Omprakash Kourav,KARHAIA,9108651702,264079593718,BARB0NARSIN,6.16,CO-98014
L001244,SANTOSH AHIRWAR,Raghuveer Rajput,CHEENKI,09300045315,368905268836,SBIN0004512,4.93,CO-0238
L001274,PARSRAM SEN,MOHAN  SAHU,KESALI,93362 59825,,SBIN0004512,10.20,CO-0238
L001354,SITARAM RAJPUT,MAHENDRA PATEL,KHAMRIYA,+919707789344,799667885596,UBIN0812345,17.39,COJN-86-141
L001092,MADANLAL TIWARI,Santosh Kirar,PIPARIA,9795251561,279456982505,PUNB0223400,4.08,CO-0238
L001456,Lodhi Phoolchand,PREMLAL MISHRA,DEVNAGAR (GOTEGAON),93858 64883,422002204940,PUNB0223400,17.90,CO-86032
L001043,GOVIND C,JAGDISH SAHU,CHORAKHEDA,9979583698,,MAHB0001204,0.76,CO-0238
L001252,KIRAR PHOOLCHAND,BALKISAN KUSWAHA,KHAMARIYA,+919798742278,334726669938,CNRB0003398,2.26,COJN-86-141
L001146,MAHENDRA KOURAW,RAGHUVEER PATHAK,BANDOL,09908380229,806023918682,SBIN0004512,0.73,CO-98014
L001017,KOURAV LAKHAN,,PIPARIA,9049566053,663062611695,UBIN0812345,8.57,CO-86032
L001313,SITARAM IADAV,,GADARIYAKHEDA,9288717913,933590194114,MAHB0001204,7.51,CO-86032
L001451,PARSRAM MISHRA,Ganesh Lodhi,MEHAGAON,9426983638,927232332589,BARB0NARSIN,15.12,CO-0238
L001418,OMPRAKASH PATHAK,Tulsiram Sahu,BANDOLE,9621012644,276685308878,MAHB0001204,11.25,CO-0238
L001015,RAJESH PATEL,Govind  Kushwaha,KESLI,,042935575918,UBIN0812345,3.95,CO-86032
L001465,RAGHUVEER PARIHAR,MUKESH RAJPUT,PIPPARIYA,9685140412,193094458998,UBIN0812345,17.01,CO-05011
L001474,PHOOLCHAND LODHI,,KUKWADA,9547668022,092577070885,UBIN0812345,2.41,CO-0238
L001132,MOHAN YADAV,CHHOTELAL PATHAK,KHAMRIYA,,481701903029,CNRB0003398,9.76,CO-05011
L001114,OMPRAKASH KOURAV,LAKHAN  JAT,KUKWADA,+919245774979,922480604875,BARB0NARSIN,15.83,CO-86032
L001385,Ganesh J,BABULAL DUBEY,GORAKPUR,,620498150402,BARB0NARSIN,6.01,COJN-86-141
L001080,NARAYAN  P,RAGHUVEER VISHWAKARMA,BARKHEDA,9243001113,275185546745,PUNB0223400,1.46,CO-0238
L001050,SAMPATLAL BHARGAVA,MAHENDRA YADAV,BELKHEDA,9129967276,398155834299,PUNB0223400,1.26,CO-86032
L001444,SOHAN LODHI,GIRDHARI JAT,MURLIPAUDI,9784878538,,MAHB0001204,4.64,CO-0238
L001412,BHAGWAN MISHRA,,BANDOL,9673902316,651379077489,PUNB0223400,9.52,CO-0238
L001081,PHULCHAND AHIRWAR,PREMLAL RAJPUT,BARKHEDA,9039317348,688500303843,CNRB0003398,11.70,CO-98014
L951511,MUKESH PATHAK,Mohan  Kourav,BACHAI KALAN,99279 05597,722152676749,SBIN0004512,6.34,COJN-86-141
L001139, PARSRAM BHARGAVA ,RAJPUT RAMESH,GADARIA,09084589771,4142 8083 6735,PUNB0223400,6.27,CO-86032
L001095,DINESH KOURAV, YADAV SAMPATLAL ,DEVNAGAR,,364713703613,MAHB0001204,7.64,CO-05011
L001138,Dinesh Dubey,Babulal Kushwaha,SIGODHI,,,UBIN0812345,2.14,COJN-86-141
L001027, Bhagwan Pathak ,Kailash Mishra,KHAMARIYA,+919270453457,769152460195,CNRB0003398,14.22,CO-86032
L001375,MAHENDRA BHARGAVA,RADHESHYAM RAJPUT,SIGODHI,+919531658387,238056982926,MAHB0001204,12.29,COJN-86-141
L001120,MUKESH  DUBEY,GOVIND DUBEY,BACHAI KALAN,+919310620177,364328977205,,10.22,CO-86032
L001332, KAILASH THAKUR ,,KARHAIA,9455592670,273977427316,CNRB0003398,5.70,CO-98014
L001248,Prakash Thakur,,CHINKI,,,BARB0NARSIN,7.04,CO-05011
L001265,GANESH MISHRA,PARSRAM A,BARKHEDA (SINGHPUR),9954300036,209360521690,CNRB0003398,5.07,CO-05011
L001182,RAJESH KIRAR,JAGDISH A,BACHAI,09807865366,586537805858,UBIN0812345,9.15,CO-05011
L001130,RAJESH LODHI,Mohan Kushwaha,GADARIYA,9727706190,863082356535,,11.87,CO-86032
L001318,PATHAK  SANTOSH,Amarsingh Choudhary,PIPPARIYA,9671825098,156194483256,SBIN0004512,10.16,CO-98014
L001380,Brijmohan Sen,BHAGWAN SEN,MEHGAON,9549563968,,UBIN0812345,16.31,CO-86032
L001061,Mukesh Yadav,Lakhan Vishwakarma,CHORAKHERA,9476202027,,BARB0NARSIN,17.05,CO-86032
L001394,KANHAIYA AHIRWAR, SITARAM GOUR ,MEHGAON,9540727794,2259 9190 0400,MAHB0001204,11.87,CO-86032
L001149,RAJESH GOUR,Nandkishore Lodhi,CHEENKI,9398223513,359051595154,MAHB0001204,9.38,CO-86032
L001441,PARIHAR SHIVKUMAR,RAMESH LODHI,CHORAKHERA,9241764171,049054991472,SBIN0004512,4.63,CO-05011
L001260,Kourav Devilal,GOVIND TIWARI,KHAMARIA,9799854509,,MAHB0001204,12.75,CO-98014
L001409,SHIVKUMAR SAHU,Raghuveer B,KARHAIYA,95625 91359,,MAHB0001204,0.88,CO-0238
L001184,RADHESHYAM V,Suresh V,CHINKI,,867039257509,BARB0NARSIN,1.25,COJN-86-141
L001207,Patel Mukesh,RAGHUVEER VISHWAKARMA,DEONAGAR,+919805927020,442643045391,SBIN0004512,7.60,CO-0238
L001347, MADANLAL CHOUDHARI ,AMARSINGH  PARIHAR,GORAKHPUR,,018266129866,MAHB0001204,15.87,CO-98014
L001158,LAKHAN CHOUDHARY,Prakas Wishwakarma,MEHAGAON,9194275879,773094306546,CNRB0003398,13.37,CO-86032
L001497,NARAYAN P,JAT MOHAN,KUKWADA,9765455243,161501274928,CNRB0003398,16.49,CO-98014
L001363,Tulsiram Parihar,NARAYAN YADAV,BARKHERA,,636977187269,UBIN0812345,0.72,CO-98014
