grower_code,grower_name,father_name,village,phone,bank_account,ifsc,land_acres,cane_variety
G0500115,GIRDHARI MISHRA, CHHOTELAL SAHU ,CHEENKI,9645734272,020541337478,SBIN0004512,7.66,CO-0238
G0500078,PARSRAM  CHOUDHARY,Lakhan Sahu,BARKHEDA (SINGHPUR),9932461061,041422618648,UBIN0812345,10.70,CO-98014
G0500301,BRIJMOHAN BHARGAVA,MUKESH LODHI,GORAKHPUR,+919714170660,908584852675,CNRB0003398,17.08,COJN-86-141
G0500007,KAILASH KUSHWAHA,AMARSINGH  PATEL,BARKHEDA,,124023448347,PUNB0223400,9.25,CO-86032
G0500166,BRIJMOHAN LODHI,,BACHAI,9766735645,526302188842,BARB0NARSIN,15.80,CO-98014
G0500289,Amarsingh  Thakur,SHIVKUMAR GOUR,KARHAIYA KHEDA,9226557157,208495997092,PUNB0223400,12.68,CO-05011
G0500246,SURESH YADAV,DUBEY MUKESH,BACHAI,,5124 6841 5955,SBIN0004512,12.16,COJN-86-141
G0500353,GIRDHARI KIRAR,OMPRAKASH  KIRAR,GADARIYA,9134188728,,CNRB0003398,12.73,CO-86032
G0500296,NARAYAN YADAV,Mahendra Wishwakarma,PIPARIA,9904706988,320351773281,MAHB0001204,5.80,CO-0238
G0500258,AMARSINGH YADAV,SURESH VISHWAKARMA,CHORAKHEDA,,,SBIN0004512,4.19,COJN-86-141
G0500499,Madanlal  Thakur,PRAKAS PATHAK,BACHAI,09490995649,314391124803,UBIN0812345,1.95,CO-05011
G0500141,TULSIRAM KUSWAHA,MADANLAL DUBEI,SIGODHI,09252703211,986571528278,MAHB0001204,6.21,COJN-86-141
G0500009,PREMLAL  JAT,JAGDISH JAT,CHINKI,,,MAHB0001204,8.50,CO-0238
G0500480,HARIRAM YADAV,SURESH KOURAV,DUDWARA,,,CNRB0003398,17.18,COJN-86-141
G0500059,NANDKISHORE RAJPUT,SAMPATLAL  PATEL,KUKWADA,9336804856,7113 1901 7139,MAHB0001204,8.45,CO-86032
G0500345, RADHESHYAM KUSHWAHA ,LAKHAN DUBEY,BACHHAI,92065 18918,404808129216,SBIN0004512,10.87,CO-0238
G0500089,OMPRAKASH TIWARI,DINESH CHOUDHARY,DEONAGAR,9890789077,095682088272,MAHB0001204,12.55,CO-86032
G0500357,Sohan Vishwakarma,SITARAM CHOUDHARY,MURLI POUDI,9545757601,710159600305,UBIN0812345,8.44,COJN-86-141
G0500319,KUSHWAHA RAJESH,KANHAIYA PARIHAR,GORAKPUR,927-426-9400,265909704376,UBIN0812345,10.86,CO-86032
G0500325,OMPRAKAS KUSWAHA,,PIPARIYA,9896477829,915989249722,UBIN0812345,10.20,COJN-86-141
G0500090,CHHOTELAL GOUR,MADANLAL KIRAR,KESLI,9741702619,6498 6019 2164,BARB0NARSIN,15.84,CO-05011
G0500160,BALKISHAN KOURAV, AMARSINGH PARIHAR ,PIPPARIYA,09838050071,292600439975,PUNB0223400,4.61,COJN-86-141
G0900007,MUKESH BHARGAVA,BALKISHAN CHOUDHARY,BACHAI KALAN,9315905726,076773797988,PUNB0223400,8.94,CO-98014
G0500221,SITARAM  JAT,RAJESH YADAV,SIGHODI,9962473897,503428100118,CNRB0003398,4.17,CO-98014
G0500344,CHHOTELAL PATEL,RAJESH TIWARI,GORAKPUR,9953493835,888288381204,UBIN0812345,12.44,CO-98014
G0500223,MADANLAL RAJPUT,Radheshyam  Dubey,MURLI PAUDI,,882537023412,CNRB0003398,3.13,CO-86032
G0500149,RAJESH GOUR,NANDKISORE LODHI,CHINKI,9398223513,359051595154,MAHB0001204,9.38,CO-86032
G0500274,PARSRAM S,Mohan Sahu,KESALI,9336259825,994281632381,SBIN0004512,10.20,CO-0238
G0500273,SAMPATLAL PATEL,SAMPATLAL  CHOUDHARY,KESLI,09040595024,,BARB0NARSIN,8.67,CO-0238
G0500385,GANESH JAT,BABULAL DUBEY,GORAKPUR,9992330649,620498150402,BARB0NARSIN,6.01,COJN-86-141
G0500421,DINESH KIRAR,Thakur Hariram,KARHAIYA KHEDA,93084 95132,710661886004,CNRB0003398,14.43,CO-98014
G0500284,AMARSINGH BHARGAVA,DEVILAL YADAV,KARHAIYA KHEDA,9809064941,646333076300,UBIN0812345,15.99,CO-0238
G0500298,NARAYAN VISHWAKARMA,RAMESH GOUR,BACHHAI,,5661 4732 0677,PUNB0223400,17.60,CO-0238
G0500323,Ramesh Sahu,GOVIND JAT,KHAMARIYA,,953491950681,BARB0NARSIN,10.96,CO-86032
G0500312,SURESH KIRAR, SITARAM DUBEY ,PIPARIYA,09061047299,777562287243,BARB0NARSIN,11.33,CO-86032
G0500392,NARAYAN PATHAK,Govind Parihar,KESLI,,420101693344,CNRB0003398,12.85,CO-0238
G0500170,MAHENDRA J,NANDKISHORE R,JALLAPUR,09604104382,243531681544,BARB0NARSIN,13.76,CO-86032
G0900006,BABULAL PATEL,SANTOSH AHIRWAR,BELKHEDA,9187167265,252333694319,SBIN0004512,14.86,CO-0238
G0500024,NANDKISHORE KIRAR,Santos Sen,BARKHERA,9551661605,344688263728,MAHB0001204,10.90,CO-05011
G0500132,MOHAN YADAV,,KHAMARIA,9936961111,,CNRB0003398,9.76,CO-05011
G0500058, RAGHUVEER KOURAV ,GIRDHARI SAHU,BHALPANEE,+919543471871,,MAHB0001204,17.47,CO-98014
G0500011,RAJESH PATHAK,Sitaram Ahirwar,BANDOLE,+919156404104,2346 8535 6068,SBIN0004512,10.11,CO-0238
G0500432,CHHOTELAL PATEL,BABULAL  LODHI,KESLI,90733 28979,2861 4269 7793,SBIN0004512,15.96,CO-98014
G0500276,DEVILAL KIRAR,PRAKASH MISHRA,KARHAIYA KHEDA,904-358-8936,,CNRB0003398,10.80,CO-98014
G0500451,PARSRAM MISHRA,Ganesh Lodhi,MEHGAON,+919426983638,927232332589,BARB0NARSIN,15.12,CO-0238
G0500145,SHIVKUMAR MISHRA,Suresh Rajput,MEHGAON,93549 49562,692874314699,CNRB0003398,14.41,COJN-86-141
G0500025,Santosh Sen,SANTOSH S,CHORAKHEDA,9367006638,,UBIN0812345,13.61,CO-98014
G0500239,PHOOLCHAND PATEL,MUKESH VISHWAKARMA,KESALI,9833951439,378494877607,PUNB0223400,2.93,COJN-86-141
G0500216, AMARSINGH PATEL ,HARIRAM RAJPUT,MEHAGAON,9277400515,1292 3384 1075,MAHB0001204,11.65,CO-98014
G0500286,RADHESHIAM SEN,HARIRAM GOUR,KESLI,09394649059,999969801316,UBIN0812345,7.74,COJN-86-141
G0900008,GANESH THAKUR,MADANLAL JAT,KESALI,9608150872,873047314515,MAHB0001204,9.65,COJN-86-141
G0500333,GIRDHARI SAHU,RAJESH  PARIHAR,BHALPANEE,+919001428972,709795905782,SBIN0004512,11.16,CO-05011
G0500448,SITARAM PARIHAR,THAKUR  GANESH,DUDWARA,09927199918,7863 7437 3029,PUNB0223400,15.41,CO-0238
G0500443,PRAKASH K,MADANLAL TIWARI,CHORAKHEDA,93920 14114,346954584515,MAHB0001204,7.32,COJN-86-141
G0500175, TULSIRAM KUSWAHA ,MADANLAL LODHI,MEHAGAON,9054321613,036390209434,BARB0NARSIN,8.68,CO-86032
G0500470,TULSIRAM BHARGAVA, Sures Choudhari ,GADARIYAKHEDA,92811 20972,348248085421,SBIN0004512,8.10,CO-0238
G0500204,MAHENDRA PATEL,Hariram Mishra,KESLI,9703129287,082357251524,PUNB0223400,0.87,CO-86032
G0500183,JAGDISH  PATEL, KANHAIYA KIRAR ,KHAMARIYA,92873 33961,835613857383,UBIN0812345,3.66,CO-98014
G0500140,MAHENDRA CHOUDHARY,Dinesh Bhargava,DUDHWARA,,,SBIN0004512,11.92,CO-05011
G0500165,PHOOLCHAND DUBEY,PARSRAM THAKUR,BELKHERA,+919660165699,084819356076,CNRB0003398,11.33,CO-86032
G0500334,JAT BALKISHAN,GIRDHARI SAHU,KHAMARIA,93702 62485,,PUNB0223400,14.40,CO-05011
G0500351,PREMLAL GOUR,RAGHUVEER AHIRWAR,PIPARIA,,586983710005,BARB0NARSIN,14.75,COJN-86-141
G0500381,SOHAN MISRA,GIRDHARI L,BELKHEDA,9909107636,392450197726,CNRB0003398,13.62,CO-86032
G0500071,KAILASH PATEL,,BANDOL,9866262201,398600170398,PUNB0223400,16.49,COJN-86-141
G0500400,DEVILAL AHIRWAR,Shivkumar S,KHAMARIA,9170890612,101077839461,PUNB0223400,3.96,COJN-86-141
G0500217,PARSRAM B, SOHAN MISHRA ,BANDOLE,9557246891,305751016282,CNRB0003398,13.93,COJN-86-141
G0500337,DINESH S,,BHALPANEE,9773593641,186077872151,CNRB0003398,6.45,CO-0238
G0500014,SHIVKUMAR DUBEY,BALKISHAN GOUR,BARKHERA,09870465572,101415618365,BARB0NARSIN,11.76,COJN-86-141
G0500010,Santosh Thakur,NANDKISHORE KOURAV,PIPARIYA,9847771834,1704 7187 4633,UBIN0812345,1.81,CO-0238
G0500449,GIRDHARI BHARGAWA,SURESH DUBEY,PIPPARIYA,9694322942,0785 1337 2701,SBIN0004512,15.42,CO-98014
G0500173,OMPRAKASH LODHI,KAILASH DUBEY,GADARIYAKHEDA,,272609046288,SBIN0004512,10.93,CO-0238
G0500023,DEVILAL BHARGAVA,SANTOSH RAJPUT,BARKHEDA,913-455-6405,,SBIN0004512,1.05,CO-05011
G0500191,Brijmohan Pathak,KAILASH GOUR,DEVNAGAR (GOTEGAON),9039880243,969351254472,UBIN0812345,0.69,CO-0238
G0500260, DEVILAL KOURAV ,GOVIND TIWARI,KHAMARIA,+919799854509,5835 6999 0885,MAHB0001204,12.75,CO-98014
G0500129,GOVIND KUSHWAHA,TULSIRAM AHIRWAR,KHAMARIYA,+919156572672,567281178711,UBIN0812345,13.56,COJN-86-141
G0500235, RAMESH SAHU ,DINESH AHIRWAR,MURLI PAUDI,9386455526,698130759240,BARB0NARSIN,0.95,COJN-86-141
G0500241,SITARAM A,PREMLAL  PATEL,BELKHEDA,9769245927,983097325053,MAHB0001204,4.32,COJN-86-141
G0500105,CHHOTELAL LODHI,JAGDISH Y,KHAMARIYA,91404 48211,,BARB0NARSIN,8.62,CO-98014
G0500231,PARSRAM KOURAV,SANTOSH Y,DUDWARA,93832 68939,,UBIN0812345,15.08,CO-05011
G0500356,SAMPATLAL JAT, BHAGWAN S ,CHEENKI,98231 81659,,BARB0NARSIN,15.55,CO-0238
G0500100,DEVILAL LODHI,RADHESHYAM KUSHWAHA,PIPARIYA,+919585251526,053602387564,UBIN0812345,4.57,CO-98014
G0500457,RADHESHIAM AHIRWAR,RAGHUVEER BHARGAVA,MEHAGAON,95194 86452,127470188399,MAHB0001204,17.55,CO-86032
G0500485,Premlal R,GIRDHARI GOUR,GORAKPUR,+919873246113,790768715348,UBIN0812345,1.44,CO-98014
G0500484,LAKHAN C,,CHORAKHEDA,9395179298,0974 4009 8324,BARB0NARSIN,13.90,CO-0238
G0500477,MADANLAL  PATEL,PHOOLCHAND SEN,PIPARIYA,9225440966,680518029492,CNRB0003398,14.06,CO-0238
G0500087,KANHAIYA PATEL,MAHENDRA BHARGAVA,BHALPANI,9586694280,256599352886,SBIN0004512,11.89,COJN-86-141
G0500126,MAHENDRA TIWARI,PREMLAL RAJPUT,BELKHEDA,+919972998507,,SBIN0004512,16.52,CO-98014
G0500294,NARAYAN JAT,Babulal Kushwaha,SIGHODI,9955923187,284343063452,PUNB0223400,15.57,COJN-86-141
G0500402,DINESH  AHIRWAR,CHHOTELAL PARIHAR,CHEENKI,+919658258105,015793480603,BARB0NARSIN,4.99,COJN-86-141
G0500006,NANDKISHORE GOUR,Govind Gour,KUKWADA,,505877065894,SBIN0004512,9.46,CO-0238
G0500022,Premlal Jat,KAILASH  KOURAV,SIGODHI,9318024332,536593687780,MAHB0001204,15.51,CO-98014
G0500341,JAGDISH AHIRWAR,,BANDOL,9021935198,278034874346,SBIN0004512,9.46,COJN-86-141
G0500280,JAT PARSRAM,HARIRAM DUBEI,KUKWADA,9792780410,974102271237,CNRB0003398,10.00,CO-98014
G0500152,TULSIRAM KOURAW,,BHALPANI,+919532091624,544713380947,SBIN0004512,10.38,CO-86032
G0500197,JAGDISH YADAV,Sampatlal Gour,JALLAPUR,,444855396190,BARB0NARSIN,14.55,CO-86032
G0500440,AMARSINGH LODHI,KAILASH  MISHRA,KARHAIYA KHEDA,92144 43872,2917 7107 4788,PUNB0223400,16.99,CO-0238
G0500423,RAJESH Y,,MEHGAON,94814 74330,585849016468,MAHB0001204,13.91,CO-05011
G0500287,MAHENDRA CHOUDHARY,GIRDHARI THAKUR,KARHAIYA KHEDA,9925151575,012271905608,UBIN0812345,16.80,CO-0238
G0500467,BHAGWAN PATEL,PARSRAM  B,MEHGAON,9981314063,,CNRB0003398,9.32,CO-86032
G0500062,BALKISHAN R,Phoolchand Sahu,BARKHEDA,,324025577355,SBIN0004512,3.63,COJN-86-141
G0500256, PHOOLCHAND BHARGAVA ,MOHAN JAT,JALAPUR,09402898461,484280890289,BARB0NARSIN,6.19,CO-86032
G0500468,BRIJMOHAN P,TULSIRAM MISHRA,CHORAKHERA,9702067586,344812461212,MAHB0001204,1.53,CO-0238
G0500098,DEVILAL MISHRA,OMPRAKASH D,MEHGAON,9222540350,,PUNB0223400,9.43,CO-05011
G0500153,PARSRAM  YADAV,AMARSINGH  JAT,BHALPANI,09708006146,,MAHB0001204,16.68,CO-86032
G0900005,AMARSINGH AHIRWAR,RAGHUVEER GOUR,GADARIA,9658522312,243195191743,UBIN0812345,15.29,COJN-86-141
G0500068,KANHAIYA KUSHWAHA,LAKHAN KUSHWAHA,BARKHEDA,9422166566,755228864235,SBIN0004512,12.43,CO-98014
G0500095,DINESH KOURAV,SAMPATLAL YADAV,DEVNAGAR,,364713703613,MAHB0001204,7.64,CO-05011
G0500218,Mahendra Choudhary,HARIRAM AHIRWAR,DUDWARA,9763329258,641481072942,BARB0NARSIN,4.21,CO-05011
G0500309,KAILASH KUSHWAHA, MADANLAL MISHRA ,MEHGAON,9850370599,094398163718,SBIN0004512,12.36,CO-05011
G0500259,Sitaram  Lodhi,Chhotelal Kourav,KHAMARIYA,9652973368,,MAHB0001204,14.09,CO-05011
G0500291,GOVIND RAJPUT,SAMPATLAL BHARGAVA,GORAKPUR,09831021789,890572179447,MAHB0001204,13.91,CO-86032
G0500182,RAJESH K,Jagdish Ahirwar,BACHAI,9807865366,3893 4482 8261,UBIN0812345,9.15,CO-05011
G0500250,Govind Vishwakarma,BABULAL PARIHAR,SIGHODI,9946331256,703004043018,SBIN0004512,17.95,CO-05011
G0500188,MAHENDRA  BHARGAVA,RADHESHYAM LODHI,DEONAGAR,9788951232,,CNRB0003398,11.13,CO-86032
G0500031,Mukesh Pathak, MOHAN KOURAV ,BACHAI,9927905597,722152676749,SBIN0004512,6.34,COJN-86-141
G0500069,BHAGWAN PARIHAR,VISHWAKARMA  HARIRAM,CHEENKI,+919415915081,153072748079,SBIN0004512,10.21,CO-0238
G0500384,SHIVKUMAR  KIRAR,SITARAM LODHI,BELKHERA,961-604-9341,686577700394,BARB0NARSIN,6.46,CO-05011
G0500352,Hariram S,Bhargava Mukesh,DEVNAGAR,9383745552,944201377238,BARB0NARSIN,8.60,CO-05011
G0500209,NANDKISHORE P,SURESH YADAV,BELKHEDA,+919955427847,2982 9081 7565,BARB0NARSIN,16.03,COJN-86-141
G0500277,SHIVKUMAR JAT,GIRDHARI GOUR,SIGHODI,,026015346437,UBIN0812345,5.31,CO-98014
G0500464, SAHU  BRIJMOHAN ,CHHOTELAL PATHAK,GORAKHPUR,9153735818,879325983751,PUNB0223400,2.15,CO-05011
G0500054,MADANLAL P,LAKHAN  PATHAK,KHAMRIYA,,,SBIN0004512,14.90,COJN-86-141
G0500194,SANTOSH PARIHAR,SITARAM CHOUDHARY,KHAMARIYA,946-696-6576,3327 7381 7128,PUNB0223400,11.03,COJN-86-141
G0500180,Chhotelal Gour,GIRDHARI PATHAK,KARHAIYA KHEDA,9213671712,5532 4197 3371,UBIN0812345,4.00,CO-0238
G0500459,DEVILAL P,KANHAIYA J,KESLI,9744985932,676028311131,SBIN0004512,13.72,CO-05011
G0500290, MADANLAL  PATEL ,MOHAN THAKUR,SIGHODI,9617076318,,PUNB0223400,0.70,CO-05011
G0500300,DINESH GOUR,GOWIND GOUR,MURLIPAUDI,9561749174,623328621243,MAHB0001204,2.09,CO-0238
G0500233,JAGDISH  T,RADHESHYAM K,BELKHEDA,,829564309449,CNRB0003398,13.11,CO-0238
G0500033,Kailash Dubey,MADANLAL VISHWAKARMA,BARKHEDA,9186272533,204508004870,SBIN0004512,2.27,COJN-86-141
G0500268,GOWIND DUBEI,NARAYAN JAT,MEHAGAON,9526725554,939059584512,CNRB0003398,3.74,CO-05011
G0500393,MADANLAL CHOUDHARY,Sohan Dubei,BARKHERA,+919892177356,271825086842,UBIN0812345,17.09,CO-98014
G0500409,SHIVKUMAR SAHU,RAGHUVEER BHARGAVA,KARHAIYA,,370210594488,MAHB0001204,0.01,CO-0238
G0500094,Mohan Jat,MADANLAL A,DEONAGAR,+919187678003,623035317966,UBIN0812345,6.37,CO-0238
G0500080, NARAYAN  PATEL ,VISHWAKARMA RAGHUVEER,BARKHERA,9243001113,2751 8554 6745,PUNB0223400,1.46,CO-0238
G0500219,KANHAIYA M,Govind Jat,GADARIA,09526686387,740039478411,BARB0NARSIN,7.83,COJN-86-141
G0500479,Dinesh  V,Chhotelal Gour,MURLI PAUDI,9739937906,,UBIN0812345,15.62,CO-0238
G0500338,NANDKISHORE  SAHU,MUKESH KOURAV,MEHGAON,9309352606,472791809998,MAHB0001204,2.21,CO-05011
G0500368,BABULAL K,MUKESH L,BHALPANI,9998928917,795846200827,BARB0NARSIN,10.72,CO-0238
G0500070,RADHESHYAM KIRAR,Chhotelal Sahu,KARHAIA,09179267973,593162431807,PUNB0223400,14.11,CO-86032
G0500012,BALKISHAN PATEL,LAKHAN  PATHAK,BHALPANI,9683645074,952883143667,SBIN0004512,8.06,COJN-86-141
G0500407,HARIRAM AHIRWAR,Raghuveer Patel,DEONAGAR,9533910005,617745369973,MAHB0001204,9.17,CO-05011
G0500157,KAILASH  P,AMARSINGH S,BANDOLE,9648860961,621689460603,SBIN0004512,6.17,CO-86032
G0500086,PREMLAL  J,DINESH BHARGAVA,PIPPARIYA,9071186257,238563332659,UBIN0812345,8.13,COJN-86-141
G0500416,NARAYAN B, RAJESH KIRAR ,SIGODHI,+919524223871,188267609410,PUNB0223400,14.76,CO-86032
G0500109,MADANLAL Y, PRAKAS  AHIRWAR ,BANDOLE,9097826287,456231959634,SBIN0004512,10.42,COJN-86-141
G0500147,SANTOSH JAT, JAGDIS LODHI ,KESLI,90931 25690,858186726217,CNRB0003398,16.75,CO-0238
G0500212,Nandkishore  Choudhary,SAMPATLAL JAT,KUKWADA,,434804129453,BARB0NARSIN,1.89,CO-05011
G0500020,KAILASH PATHAK,Radheshyam Ahirwar,BANDOL,9255173290,484495003249,CNRB0003398,11.45,CO-98014
G0500176,MOHAN GOUR,Ganesh Dubey,KHAMARIYA,9787157147,,BARB0NARSIN,14.08,CO-98014
G0500444,SOHAN LODHI,JAT  GIRDHARI,MURLIPAUDI,978-487-8538,938599266175,MAHB0001204,4.64,CO-0238
G0500456, PHOOLCHAND L ,PREMLAL MISHRA,DEVNAGAR,9385864883,422002204940,PUNB0223400,17.90,CO-86032
G0500049,AMARSINGH KOURAV,PRAKASH RAJPUT,CHORAKHEDA,,504135885709,CNRB0003398,6.69,COJN-86-141
G0500048,AHIRWAR NARAYAN,,CHINKI,,138473873891,CNRB0003398,13.37,CO-05011
G0500389,OMPRAKASH YADAV,AMARSINGH LODHI,BHALPANEE,9558160847,498917343491,BARB0NARSIN,0.55,CO-86032
G0500119,GIRDHARI PATEL,BALKISHAN B,DUDWARA,9213596311,8092 0877 9440,PUNB0223400,7.68,CO-05011
G0500417,SANTOSH TIWARI,PREMLAL LODHI,SIGHODI,9546773509,9274 6979 4281,CNRB0003398,17.37,CO-05011
G0500042,RAJESH  VISHWAKARMA,SITARAM A,BELKHEDA,09364670312,256204685158,BARB0NARSIN,15.75,COJN-86-141
G0500102,AMARSINGH T,GOVIND SAHU,KUKWARA,9483246031,375785870956,BARB0NARSIN,4.17,COJN-86-141
G0500490,MOHAN K,SURESH S,CHEENKI,+919709275944,765012163558,PUNB0223400,3.35,COJN-86-141
G0500339,RADHESHYAM CHOUDHARY,Amarsingh Thakur,SIGHODI,9619741566,964725189528,MAHB0001204,0.78,CO-86032
G0500079,AMARSINGH DUBEI,MISHRA GOVIND,DEVNAGAR,9138662355,675233410826,BARB0NARSIN,11.28,CO-0238
G0500243,RAGHUVEER KIRAR,RADHESHYAM KOURAV,CHEENKI,9624924221,510475510275,UBIN0812345,5.69,CO-98014
G0500363,Tulsiram P, NARAYAN YADAV ,BARKHERA,9932705170,636977187269,UBIN0812345,0.72,CO-98014
G0500437,VISHWAKARMA  KANHAIYA,MUKESH AHIRWAR,BHALPANEE,9170482318,431299525235,UBIN0812345,13.60,CO-86032
G0500441,SHIVKUMAR PARIHAR,,CHORAKHERA,9241764171,049054991472,SBIN0004512,4.63,CO-05011
G0500214,KIRAR NARAYAN,Dinesh Kourav,SIGHODI,+919323127182,972682512768,SBIN0004512,5.67,CO-05011
G0500146,MAHENDRA KOURAV,RAGHUVEER PATHAK,BANDOL,9908380229,8060 2391 8682,SBIN0004512,0.73,CO-98014
G0500316,MADANLAL DUBEY,Ganesh Vishwakarma,KUKWADA,90985 43468,,UBIN0812345,16.56,CO-05011
G0500495,Devilal Choudhary,OMPRAKASH PATHAK,BANDOL,988-322-2044,,SBIN0004512,16.88,CO-0238
G0500315,LAKAN PARIHAR, THAKUR  GIRDHARI ,DEVNAGAR (GOTEGAON),09262915461,834677996255,CNRB0003398,11.44,CO-0238
G0500005,YADAV KANHAIYA,Sohan Jat,GORAKPUR,+919887180334,018780175989,BARB0NARSIN,9.46,COJN-86-141
G0500138,DINESH DUBEY,BABULAL KUSHWAHA,SIGHODI,+919739713320,929001249431,UBIN0812345,2.14,COJN-86-141
G0500264,PRAKASH PATEL,GOVIND YADAV,GADARIYAKHEDA,94517 09823,806173203683,UBIN0812345,10.62,CO-0238
G0900004,PARSRAM JAT,LAKHAN RAJPUT,PIPARIYA,9525935409,034144852575,SBIN0004512,13.92,CO-98014
G0500245,Mukesh M,RADHESHIAM YADAW,JALAPUR,+919387099497,336466996384,BARB0NARSIN,2.01,COJN-86-141
G0500395,SHIVKUMAR K,RAGHUVEER MISHRA,DUDHWARA,9735927175,2396 5511 2093,MAHB0001204,1.44,CO-0238
G0500185,GIRDHARI K, SANTOSH THAKUR ,CHEENKI,9644207562,794118647361,MAHB0001204,6.65,CO-05011
G0500019,JAGDISH  LODHI,SOHAN JAT,KARHAIA,9108620191,327423159425,BARB0NARSIN,16.19,COJN-86-141
G0500425,DEVILAL  M,PARSRAM PARIHAR,CHORAKHEDA,09751123927,047234729592,BARB0NARSIN,12.23,CO-86032
G0500488, CHHOTELAL SAHU ,GIRDHARI MISHRA,BARKHEDA (SINGHPUR),96576 15584,623284494146,CNRB0003398,3.70,CO-0238
G0500372, Suresh Rajput ,PHOOLCHAND  PARIHAR,SIGODHI,,651426196252,CNRB0003398,16.06,COJN-86-141
G0500435,OMPRAKASH TIWARI,BHAGWAN DUBEY,JALLAPUR,9362086637,6233 5483 3714,SBIN0004512,15.79,COJN-86-141
G0500347,Madanlal Choudhary,AMARSINGH PARIHAR,GORAKPUR,09680231866,,MAHB0001204,15.87,CO-98014
G0500225,GIRDHARI KIRAR,BRIJMOHAN  DUBEY,JALAPUR,9748900285,,PUNB0223400,6.37,CO-0238
G0500270,SHIVKUMAR SAHU,CHHOTELAL TIWARI,KARHAIYA,9571840952,928643615285,PUNB0223400,10.00,COJN-86-141
G0500255,RADHESHYAM  CHOUDHARY,Sampatlal  Sahu,GADARIYAKHEDA,9416257107,674445918626,BARB0NARSIN,10.52,CO-98014
G0500073,PREMLAL K,MUKESH KIRAR,CHORAKHERA,+919851131154,444279953011,UBIN0812345,1.26,CO-05011
G0500346,GOVIND YADAV,Jagdish Lodhi,BELKHEDA,92372 98308,,MAHB0001204,6.38,CO-05011
G0500371,BHAGWAN CHOUDHARY,KANHAIYA VISHWAKARMA,DUDWARA,993-255-2570,,SBIN0004512,12.62,COJN-86-141
G0500463,NARAYAN JAT, SITARAM PARIHAR ,KESALI,9434312226,920151488445,UBIN0812345,4.65,CO-05011
G0500410,TULSIRAM YADAV, MUKESH PATEL ,DEONAGAR,9193970867,715759506945,UBIN0812345,7.39,COJN-86-141
G0500110,Lakhan Vishwakarma,JAGDISH YADAV,BARKHERA,9963547660,8050 9633 5001,BARB0NARSIN,15.24,CO-98014
G0500164,PATEL SOHAN,DEVILAL LODHI,GADARIA,994-595-3653,369774273164,PUNB0223400,7.89,COJN-86-141
G0500263,LODHI NARAYAN, Parihar Babulal ,MURLI POUDI,9039172214,656977720368,UBIN0812345,5.98,COJN-86-141
G0500236,SHIVKUMAR PATHAK,KAILASH VISHWAKARMA,KHAMARIYA,09860554024,745361706320,UBIN0812345,2.53,CO-86032
G0500475,GOVIND KIRAR,PRAKASH RAJPUT,BARKHEDA (SINGHPUR),980-890-7534,720844251599,CNRB0003398,1.51,CO-05011
G0500101, Girdhari Parihar ,MADANLAL VISHWAKARMA,CHORAKHEDA,91024 44137,011990982412,SBIN0004512,16.35,CO-05011
G0900003,BRIJMOHAN CHOUDHARY,PHOOLCHAND JAT,GADARIYA,9472170735,528548389641,CNRB0003398,9.32,CO-0238
G0500482, MADANLAL THAKUR ,SOHAN VISWAKARMA,KESLI,9972145676,274384788707,CNRB0003398,6.69,COJN-86-141
G0500450,GANESH PATHAK,MADANLAL KOURAV,DEONAGAR,944-221-4456,229744818673,BARB0NARSIN,4.95,CO-05011
G0500272,Mukesh Kushwaha, DINESH PARIHAR ,MURLIPAUDI,9990303663,345736042928,UBIN0812345,7.84,CO-0238
G0500406,MISHRA RADHESHYAM,PARSRAM SAHU,BELKHERA,9978510136,,BARB0NARSIN,1.91,CO-05011
G0500383,VISHWAKARMA LAKHAN,BRIJMOHAN KUSHWAHA,BARKHEDA,9983301493,,UBIN0812345,10.17,CO-98014
G0500313,Sitaram Yadav,KAILASH PARIHAR,GADARIYA,09288717913,933590194114,MAHB0001204,7.51,CO-86032
G0500220,DINESH KOURAV,SANTOS KUSWAHA,GORAKHPUR,9872845171,,SBIN0004512,2.10,CO-98014
G0500439,Prakash Bhargava,Chhotelal Rajput,MEHAGAON,9138780368,050209666369,MAHB0001204,6.18,CO-05011
G0500299,Madanlal Lodhi,DINESH  GOUR,PIPARIA,,198719501106,MAHB0001204,6.26,CO-05011
G0500168,GANESH KOURAV,GANESH AHIRWAR,BELKHERA,98555 66315,,BARB0NARSIN,4.69,CO-86032
G0500202, PARSRAM PATEL ,KANHAIIA  MISRA,JALAPUR,9167039460,382980992373,BARB0NARSIN,15.34,COJN-86-141
G0500318,SANTOSH P,AMARSINGH CHOUDHARY,PIPARIYA,9671825098,156194483256,SBIN0004512,10.16,CO-98014
G0500230,KUSHWAHA NARAYAN,DINES RAJPUT,BARKHEDA,+919811200909,007210605329,UBIN0812345,2.33,COJN-86-141
G0500493,Shivkumar Mishra,Phoolchand Rajput,JALAPUR,,,CNRB0003398,9.04,CO-98014
G0500013,KAILASH JAT,Premlal Kuswaha,MURLIPAUDI,9114893643,481373433734,BARB0NARSIN,10.07,CO-0238
G0500074,SOHAN SAHU, Narayan Patel ,BELKHEDA,,,UBIN0812345,9.90,CO-98014
G0500240,RAJPUT TULSIRAM,TULSIRAM RAJPUT,JALAPUR,9505123948,136112999725,BARB0NARSIN,6.84,CO-86032
